strategy,symbol,hour,n,wins,total,avg,hit
gap_fill,ZT,5,44,32,463.25223214291805,10.528459821429955,72.72727272727273
keltner_breakout,ZN,15,12,6,461.2500000000114,38.43750000000095,50.0
keltner_breakout,ZB,15,18,7,459.35625000001977,25.519791666667764,38.88888888888889
opening_range_breakout,CL,22,12,4,457.2413312639549,38.103444271996246,33.33333333333333
order_block,NG,3,15,7,455.9796664782647,30.39864443188431,46.666666666666664
fair_value_gap,ZB,22,43,17,455.0366071428041,10.58224667773963,39.53488372093023
opening_range_breakout,ZN,15,16,5,453.05357142839887,28.31584821427493,31.25
bollinger_mean_reversion,ZB,3,5,4,453.0062500000256,90.60125000000512,80.0
bollinger_mean_reversion,ZB,16,5,4,452.45000000000283,90.49000000000056,80.0
narrow_range_break,CL,15,7,2,450.69652622768064,64.3852180325258,28.57142857142857
narrow_range_break,ES,2,38,14,449.6285714284867,11.832330827065439,36.84210526315789
pivot_reversal,ZF,2,21,9,449.2995535713596,21.395216836731407,42.857142857142854
volume_spike_reversal,NG,0,9,5,448.7381853239883,49.85979836933203,55.55555555555556
liquidity_sweep,6E,3,76,29,446.85135183375985,5.879623050444208,38.15789473684211
narrow_range_break,ES,20,24,8,444.0571428571557,18.50238095238149,33.33333333333333
fair_value_gap,ES,14,8,4,442.73749999999995,55.342187499999994,50.0
donchian_breakout,NG,0,10,2,440.40317382812077,44.04031738281208,20.0
support_resistance_bounce,6E,7,13,3,440.14335278801366,33.85718098369336,23.076923076923077
vol_spike_fade,ZN,2,10,6,440.02321428575084,44.00232142857509,60.0
opening_range_breakout,ES,22,22,7,437.8,19.900000000000002,31.818181818181817
volume_spike_reversal,CL,0,5,3,437.53873421799966,87.50774684359993,60.0
vol_spike_fade,6E,5,7,5,436.13089062146173,62.304412945923104,71.42857142857143
bollinger_mean_reversion,ZB,8,8,6,435.81875000001986,54.47734375000248,75.0
volume_spike_reversal,6E,5,5,3,435.5713353497879,87.11426706995758,60.0
volume_spike_reversal,CL,2,5,3,434.93964669362816,86.98792933872564,60.0
gap_fill,ZT,7,18,12,434.3504464283278,24.130580357129322,66.66666666666666
support_resistance_bounce,ES,9,7,2,433.3642857142662,61.9091836734666,28.57142857142857
vol_spike_fade,ZF,16,6,4,432.8477678571388,72.14129464285647,66.66666666666666
pivot_reversal,ES,18,12,5,426.10178571444806,35.50848214287067,41.66666666666667
vol_spike_fade,NG,12,7,4,423.9404191425754,60.56291702036792,57.14285714285714
gap_fill,ZB,16,7,5,423.51785714291805,60.50255102041687,71.42857142857143
gap_fill,ZN,1,146,83,418.99107142839887,2.8698018590986223,56.849315068493155
liquidity_sweep,CL,7,6,3,410.3042164393894,68.38403607323157,50.0
volume_spike_reversal,NG,14,11,5,409.9835812704645,37.27123466095132,45.45454545454545
