strategy,symbol,hour,n,wins,total,avg,hit
volume_spike_reversal,NG,7,18,7,49.153460298251844,2.730747794347325,38.88888888888889
vol_spike_fade,NG,21,13,6,48.267070960976355,3.7128516123827966,46.15384615384615
support_resistance_bounce,ZN,2,32,10,46.73214285722406,1.460379464288252,31.25
order_block,ES,1,8,3,44.074999999863564,5.5093749999829456,37.5
volume_spike_reversal,ZN,1,10,4,43.203125,4.3203125,40.0
opening_range_breakout,NQ,0,18,5,43.14999999999989,2.3972222222222164,27.77777777777778
rsi2_extreme_reversion,ZT,10,12,4,41.71249999999999,3.476041666666666,33.33333333333333
volume_spike_reversal,ES,15,8,3,41.2875000000909,5.160937500011363,37.5
bollinger_mean_reversion,ZT,8,6,3,41.27500000007959,6.879166666679931,50.0
pivot_reversal,ZF,9,48,18,40.68549107141655,0.8476143973211782,37.5
order_block,ZT,14,19,8,40.39508928566559,2.126057330824505,42.10526315789473
support_resistance_bounce,NG,21,18,3,38.500298036866184,2.138905446492566,16.666666666666664
bollinger_squeeze_break,ZF,7,5,2,37.143750000071066,7.4287500000142135,40.0
volume_spike_reversal,ZF,21,5,3,34.85491071437707,6.970982142875414,60.0
support_resistance_bounce,ZB,3,27,7,33.8107142856656,1.252248677246874,25.925925925925924
order_block,ZB,14,14,5,33.577678571430525,2.3984056122450377,35.714285714285715
liquidity_sweep,NQ,1,19,6,32.92857142847777,1.7330827067619878,31.57894736842105
order_block,NG,9,5,2,32.743819836200146,6.5487639672400295,40.0
fair_value_gap,CL,2,15,5,32.674863324876924,2.1783242216584617,33.33333333333333
keltner_breakout,6E,11,13,5,32.146750187884905,2.472826937529608,38.46153846153847
volume_spike_reversal,ZT,2,13,3,30.49441964263383,2.34572458789491,23.076923076923077
vol_spike_fade,ZF,4,5,2,29.274553571459023,5.854910714291805,40.0
gap_fill_wide,ZT,20,5,4,27.879464285693984,5.575892857138797,80.0
vol_regime_trend,ZF,18,7,3,27.874999999914735,3.9821428571306763,42.857142857142854
gap_fill,ZF,18,31,15,27.484375000071054,0.8865927419377759,48.38709677419355
liquidity_sweep,CL,13,5,2,27.446505955311693,5.489301191062339,40.0
bollinger_squeeze_break,6E,2,13,5,27.339927373581872,2.103071336429375,38.46153846153847
gap_fill,ZT,6,38,21,26.8950892859782,0.7077655075257422,55.26315789473685
vol_regime_trend,NG,14,6,3,26.198397827148398,4.366399637858066,50.0
inside_bar_break,ES,0,51,18,25.042857142798397,0.49103641456467445,35.294117647058826
liquidity_sweep,ES,2,52,18,24.60714285688276,0.47321428570928387,34.61538461538461
bollinger_mean_reversion,6E,9,5,3,19.98159542087626,3.9963190841752523,60.0
fair_value_gap,ES,6,27,9,18.49285714293501,0.6849206349235188,33.33333333333333
volume_spike_reversal,6E,1,11,5,18.075073361729885,1.6431884874299896,45.45454545454545
bollinger_squeeze_break,ZB,16,20,8,16.49642857140212,0.824821428570106,40.0
vol_spike_fade,ZF,21,9,5,15.698214285793455,1.7442460317548283,55.55555555555556
bollinger_mean_reversion,6E,1,5,2,12.382923984544277,2.4765847969088552,40.0
narrow_range_break,NG,6,72,26,11.656268201554894,0.16189261391048465,36.11111111111111
narrow_range_break,ES,19,52,16,11.099999999999795,0.21346153846153454,30.76923076923077
liquidity_sweep,ZN,19,10,4,8.060267857138825,0.8060267857138825,40.0
inside_bar_break,6E,21,100,40,7.882576370239633,0.07882576370239633,40.0
narrow_range_break,ES,23,53,17,7.414285714175207,0.13989218328632466,32.075471698113205
liquidity_sweep,CL,3,8,3,7.139447239448714,0.8924309049310892,37.5
narrow_range_break,ES,4,21,6,6.342857142844025,0.30204081632590596,28.57142857142857
vol_spike_fade,NG,19,11,5,0.43553461346165534,0.039594055769241396,45.45454545454545
order_block,ZT,6,16,7,-1.0435267857224062,-0.06522042410765039,43.75
fair_value_gap,ZF,10,67,25,-1.23035714314517,-0.018363539449927913,37.3134328358209
liquidity_sweep,NG,8,59,22,-3.030129677889363,-0.05135813013371802,37.28813559322034
support_resistance_bounce,ES,21,14,3,-7.382142857110381,-0.5272959183650272,21.428571428571427
donchian_breakout,NG,22,9,1,-7.996294021607326,-0.8884771135119252,11.11111111111111
donchian_breakout,ZN,14,6,1,-8.825000000017013,-1.470833333336169,16.666666666666664
order_block,ZB,10,9,3,-10.166964285679768,-1.1296626984088631,33.33333333333333
volume_spike_reversal,ZB,3,6,2,-11.632142857025087,-1.9386904761708479,33.33333333333333
narrow_range_break,CL,23,28,8,-12.055050223222622,-0.4305375079722365,28.57142857142857
narrow_range_break,ES,0,62,16,-12.157142857201592,-0.1960829493097031,25.806451612903224
rsi2_extreme_reversion,ZN,13,6,1,-15.524999999999977,-2.5874999999999964,16.666666666666664
rsi2_extreme_reversion,ZF,18,5,2,-15.525000000000006,-3.1050000000000013,40.0
gap_fill,NG,22,7,3,-16.226138523643613,-2.3180197890919447,42.857142857142854
opening_range_breakout,6E,15,22,6,-20.301003265325306,-0.9227728756966048,27.27272727272727
fair_value_gap,ZN,9,60,22,-20.520089285551805,-0.34200148809253006,36.666666666666664
donchian_breakout,ZT,4,5,2,-21.781250000056843,-4.356250000011369,40.0
vol_spike_fade,6E,1,20,9,-21.964204999370793,-1.0982102499685396,45.0
donchian_breakout,ZN,8,14,3,-22.224999999968773,-1.5874999999977695,21.428571428571427
pivot_reversal,ZT,22,12,5,-26.224553571331114,-2.185379464277593,41.66666666666667
narrow_range_break,CL,21,7,2,-26.463246372778087,-3.7804637675397266,28.57142857142857
volume_spike_reversal,6E,21,8,3,-26.69665552198674,-3.3370819402483427,37.5
gap_fill,ZT,22,109,80,-26.714285714163907,-0.24508519003820098,73.39449541284404
inside_bar_break,CL,16,6,1,-27.374393136166788,-4.562398856027798,16.666666666666664
donchian_breakout,6E,22,7,1,-27.39717235565186,-3.913881765093123,14.285714285714285
order_block,6E,21,25,9,-27.547752833505143,-1.1019101133402058,36.0
opening_range_breakout,ES,15,15,4,-28.028571428532544,-1.8685714285688362,26.666666666666668
rsi2_extreme_reversion,NG,20,11,2,-28.794392395019486,-2.6176720359108625,18.181818181818183
keltner_breakout,6E,14,19,6,-28.823819374960486,-1.5170431249979204,31.57894736842105
fair_value_gap,ES,0,42,15,-29.083928571422305,-0.6924744897957692,35.714285714285715
opening_range_breakout,ES,6,16,4,-30.042857142980665,-1.8776785714362916,25.0
order_block,ZB,11,10,3,-30.591964285708187,-3.059196428570819,30.0
vol_spike_fade,ZF,23,13,9,-31.587053571316915,-2.4297733516397626,69.23076923076923
liquidity_sweep,ES,12,9,3,-31.81607142853251,-3.535119047614723,33.33333333333333
inside_bar_break,CL,0,24,7,-31.929560198100774,-1.3303983415875322,29.166666666666668
rsi2_extreme_reversion,NG,16,7,1,-32.00528335571276,-4.5721833365303945,14.285714285714285
rsi2_extreme_reversion,ZB,10,7,2,-33.60000000000008,-4.800000000000011,28.57142857142857
vol_spike_fade,ZT,22,6,3,-33.78794642861203,-5.631324404768672,50.0
keltner_breakout,ES,2,6,2,-36.29999999998185,-6.049999999996975,33.33333333333333
liquidity_sweep,6E,12,60,22,-38.67298592172219,-0.6445497653620365,36.666666666666664
volume_spike_reversal,ZF,0,5,2,-41.17745535715301,-8.235491071430602,40.0
inside_bar_break,CL,22,8,2,-41.76240408762182,-5.220300510952727,25.0
keltner_breakout,ZN,1,20,8,-41.87812500004827,-2.0939062500024135,40.0
liquidity_sweep,ES,8,10,3,-42.08571428568837,-4.2085714285688365,30.0
vol_regime_trend,ZF,15,10,3,-43.21875000001708,-4.321875000001708,30.0
volume_spike_reversal,ZB,1,12,8,-43.35357142852678,-3.612797619043898,66.66666666666666
support_resistance_bounce,ZT,20,22,7,-43.90401785750828,-1.9956371753412854,31.818181818181817
liquidity_sweep,NQ,18,6,2,-44.33571428565196,-7.389285714275327,33.33333333333333
volume_spike_reversal,6E,6,6,2,-45.51407784372046,-7.585679640620076,33.33333333333333
order_block,ZF,0,11,5,-49.15625,-4.46875,45.45454545454545
order_block,ZN,10,7,2,-51.688392857110344,-7.384056122444335,28.57142857142857
order_block,ZN,23,7,3,-52.09419642842727,-7.442028061203895,42.857142857142854
order_block,CL,20,6,2,-54.87808794294904,-9.146347990491506,33.33333333333333
liquidity_sweep,ES,23,43,15,-56.41607142871446,-1.3120016611328944,34.883720930232556
liquidity_sweep,ZF,14,33,13,-57.04017857125998,-1.7284902597351508,39.39393939393939
opening_range_breakout,NQ,3,5,1,-57.75000000000003,-11.550000000000006,20.0
vol_regime_trend,ZN,1,6,2,-58.837499999982924,-9.806249999997155,33.33333333333333
donchian_breakout,6E,6,8,2,-61.575293827062495,-7.696911728382812,25.0
support_resistance_bounce,CL,1,11,2,-63.245835658486214,-5.749621423498747,18.181818181818183
order_block,ZF,12,8,3,-63.699553571416374,-7.962444196427047,37.5
bollinger_squeeze_break,ZN,3,6,2,-65.08125000001422,-10.84687500000237,33.33333333333333
fair_value_gap,6E,10,55,19,-66.87553148289066,-1.2159187542343757,34.54545454545455
donchian_breakout,ZN,5,5,1,-69.53750000001706,-13.907500000003413,20.0
vol_spike_fade,ZN,14,5,2,-70.88392857147323,-14.176785714294647,40.0
vol_spike_fade,ZB,21,19,8,-71.15535714280429,-3.7450187969896995,42.10526315789473
order_block,6E,9,17,6,-71.4282249791519,-4.2016602928912885,35.294117647058826
vol_spike_fade,ZT,0,7,3,-71.73883928569398,-10.248405612241998,42.857142857142854
vol_spike_fade,6E,21,11,5,-75.04618073192549,-6.822380066538681,45.45454545454545
liquidity_sweep,ZB,6,20,7,-78.92767857144494,-3.946383928572247,35.0
vol_spike_fade,ZT,4,9,3,-79.28125000014211,-8.809027777793567,33.33333333333333
support_resistance_bounce,NG,4,21,5,-82.74037726264828,-3.940017964888013,23.809523809523807
vol_spike_fade,ZT,6,9,5,-83.46651785722406,-9.274057539691562,55.55555555555556
vol_regime_trend,ZB,20,12,5,-83.94999999994317,-6.995833333328598,41.66666666666667
liquidity_sweep,ES,7,33,11,-84.18571428577944,-2.5510822510842255,33.33333333333333
pivot_reversal,ZB,0,11,4,-84.6258928571815,-7.6932629870164995,36.36363636363637
liquidity_sweep,ZT,2,15,6,-86.6714285715585,-5.7780952381039,40.0
opening_range_breakout,CL,8,5,1,-87.57301984513697,-17.514603969027394,20.0
vol_spike_fade,6E,6,8,3,-88.39987560684108,-11.049984450855135,37.5
volume_spike_reversal,ZN,5,5,2,-89.30803571423496,-17.861607142846992,40.0
order_block,ZN,4,12,4,-89.47812500009945,-7.456510416674955,33.33333333333333
pivot_reversal,ZT,18,22,10,-90.81785714277592,-4.128084415580724,45.45454545454545
vol_spike_fade,ZT,23,7,3,-92.66517857138797,-13.237882653055424,42.857142857142854
inside_bar_break,ES,19,45,15,-93.80000000000024,-2.0844444444444497,33.33333333333333
volume_spike_reversal,ZN,20,17,8,-94.54955357121744,-5.561738445365732,47.05882352941176
vol_regime_trend,ZT,1,9,3,-94.90624999991473,-10.545138888879414,33.33333333333333
donchian_breakout,ZF,20,13,4,-96.03749999999144,-7.387499999999341,30.76923076923077
vol_spike_fade,ZT,21,13,7,-97.0995535714448,-7.469196428572677,53.84615384615385
pivot_reversal,ZN,12,17,6,-97.5218750000284,-5.736580882354612,35.294117647058826
vol_spike_fade,6E,11,6,2,-97.89304250988053,-16.315507084980087,33.33333333333333
opening_range_breakout,ES,8,11,3,-98.78571428582475,-8.980519480529523,27.27272727272727
support_resistance_bounce,NG,14,8,2,-100.39791485922103,-12.549739357402629,25.0
keltner_breakout,ZB,18,17,5,-100.6875000000029,-5.922794117647229,29.411764705882355
support_resistance_bounce,6E,0,11,1,-101.06910695352433,-9.188100632138575,9.090909090909092
gap_fill,NG,20,13,6,-103.07294763835955,-7.928688279873811,46.15384615384615
vol_spike_fade,NG,6,14,6,-104.91149144854558,-7.493677960610398,42.857142857142854
volume_spike_reversal,ZT,14,8,4,-105.50446428569398,-13.188058035711748,50.0
volume_spike_reversal,ZT,19,6,0,-105.63504464291805,-17.605840773819676,0.0
liquidity_sweep,NQ,3,12,4,-105.90357142847796,-8.82529761903983,33.33333333333333
liquidity_sweep,6E,4,70,25,-106.42383768219881,-1.5203405383171258,35.714285714285715
vol_regime_trend,ZF,12,6,2,-107.15625000002842,-17.859375000004736,33.33333333333333
fair_value_gap,ZN,3,45,17,-108.50625000001418,-2.411250000000315,37.77777777777778
keltner_breakout,ZT,10,19,6,-108.975,-5.735526315789474,31.57894736842105
order_block,NG,7,13,4,-111.85678471158245,-8.604368054737112,30.76923076923077
order_block,NG,12,10,3,-112.51297441209434,-11.251297441209434,30.0
donchian_breakout,ZT,12,6,2,-112.96250000001135,-18.827083333335224,33.33333333333333
opening_range_breakout,ES,18,21,5,-113.30357142857801,-5.3954081632656195,23.809523809523807
gap_fill,ZT,14,5,2,-114.41964285722406,-22.883928571444812,40.0
bollinger_mean_reversion,ZF,5,5,2,-116.03437499999148,-23.2068749999983,40.0
keltner_breakout,ZB,12,18,6,-116.86874999999728,-6.492708333333182,33.33333333333333
order_block,NG,19,9,3,-117.98522604531767,-13.109469560590853,33.33333333333333
liquidity_sweep,ZF,8,49,19,-118.49040178532442,-2.418171465006621,38.775510204081634
fair_value_gap,ZB,7,63,21,-119.08214285691157,-1.8901927437605013,33.33333333333333
vol_spike_fade,6E,8,15,6,-120.55461941442604,-8.036974627628403,40.0
volume_spike_reversal,ZT,23,5,1,-126.27790178569398,-25.255580357138797,20.0
opening_range_breakout,CL,6,11,3,-126.52749241423254,-11.502499310384776,27.27272727272727
bollinger_mean_reversion,ZN,8,9,4,-127.6406250000085,-14.182291666667611,44.44444444444444
opening_range_breakout,CL,13,5,1,-127.92788478306164,-25.58557695661233,20.0
volume_spike_reversal,ZF,23,5,0,-128.37053571444812,-25.674107142889625,0.0
vol_spike_fade,ZF,0,5,2,-129.76562499992895,-25.95312499998579,40.0
vol_spike_fade,ZN,8,12,5,-130.0535714285552,-10.837797619046265,41.66666666666667
pivot_reversal,ZB,15,14,5,-131.2651785713738,-9.376084183669558,35.714285714285715
order_block,ZF,6,16,6,-132.26026785702513,-8.26626674106407,37.5
order_block,NG,22,18,6,-134.1375999995576,-7.452088888864312,33.33333333333333
opening_range_breakout,ES,20,15,4,-138.41071428564285,-9.22738095237619,26.666666666666668
liquidity_sweep,ZB,10,30,9,-140.09374999998585,-4.669791666666195,30.0
order_block,CL,1,6,2,-141.2825005667388,-23.5470834277898,33.33333333333333
vol_spike_fade,ZF,5,5,2,-142.32142857138797,-28.464285714277594,40.0
opening_range_breakout,CL,1,19,5,-142.3396636963317,-7.491561247175353,26.31578947368421
gap_fill,ZN,20,75,40,-145.42410714277594,-1.9389880952370124,53.333333333333336
order_block,ZN,5,6,2,-148.6821428572383,-24.780357142873047,33.33333333333333
liquidity_sweep,ZB,18,8,2,-151.23660714286123,-18.904575892857654,25.0
fair_value_gap,ZN,22,30,11,-154.6785714286972,-5.155952380956574,36.666666666666664
liquidity_sweep,ZF,10,49,18,-155.1551339284698,-3.166431304662649,36.734693877551024
gap_fill,ZT,4,27,18,-155.53348214263383,-5.760499338616068,66.66666666666666
keltner_breakout,6E,4,26,9,-160.1690307139462,-6.160347335151777,34.61538461538461
liquidity_sweep,ZF,3,26,10,-160.45959821432024,-6.171523008243086,38.46153846153847
order_block,ZN,6,9,3,-161.74375000011366,-17.971527777790406,33.33333333333333
order_block,ES,7,5,1,-161.94642857133113,-32.38928571426622,20.0
vol_regime_trend,NG,20,18,6,-162.4013084411524,-9.022294913397355,33.33333333333333
order_block,ZF,11,9,3,-162.4502232141781,-18.050024801575344,33.33333333333333
narrow_range_break,NQ,21,5,1,-162.57142857144942,-32.51428571428988,20.0
liquidity_sweep,ES,18,21,7,-163.1892857144028,-7.770918367352515,33.33333333333333
opening_range_breakout,NQ,4,5,1,-163.64285714282602,-32.7285714285652,20.0
vol_spike_fade,6E,16,10,4,-164.76597869043715,-16.476597869043715,40.0
vol_spike_fade,NG,10,7,2,-165.02841202872017,-23.57548743267431,28.57142857142857
order_block,ZB,2,27,9,-165.236607142776,-6.119874338621333,33.33333333333333
keltner_breakout,ZT,22,22,7,-166.94999999998294,-7.588636363635588,31.818181818181817
donchian_breakout,ZT,10,6,2,-167.0874999999545,-27.847916666659085,33.33333333333333
bollinger_squeeze_break,ZB,22,17,6,-170.01428571424916,-10.000840336132303,35.294117647058826
narrow_range_break,NQ,19,10,2,-170.65714285710135,-17.065714285710136,20.0
order_block,ZB,22,18,6,-172.59107142861205,-9.588392857145115,33.33333333333333
fair_value_gap,ZB,10,50,17,-172.9357142857652,-3.458714285715304,34.0
order_block,ZB,16,6,1,-174.78303571429183,-29.13050595238197,16.666666666666664
donchian_breakout,ZT,3,10,1,-176.3812500001194,-17.63812500001194,10.0
rsi2_extreme_reversion,6E,6,17,4,-178.0990427017211,-10.476414276571829,23.52941176470588
fair_value_gap,CL,6,5,1,-179.18542698451657,-35.83708539690331,20.0
pivot_reversal,NG,15,22,7,-180.33760900494332,-8.197164045679243,31.818181818181817
pivot_reversal,ZB,1,10,3,-181.15714285702506,-18.115714285702506,30.0
vol_spike_fade,ZT,7,14,6,-181.80758928566559,-12.986256377547543,42.857142857142854
narrow_range_break,ES,22,52,17,-182.7571428570651,-3.5145604395589443,32.69230769230769
bollinger_squeeze_break,ZF,5,6,2,-184.8455357142918,-30.8075892857153,33.33333333333333
keltner_breakout,ZN,7,25,9,-185.66250000003123,-7.4265000000012495,36.0
narrow_range_break,NG,4,74,27,-185.76256757461306,-2.5103049672245006,36.486486486486484
keltner_breakout,ZT,11,18,6,-186.02343750011357,-10.334635416672976,33.33333333333333
keltner_breakout,ZB,13,6,2,-188.95625,-31.492708333333336,33.33333333333333
opening_range_breakout,NG,10,28,7,-193.40164781300865,-6.9072017076074514,25.0
rsi2_extreme_reversion,6E,20,9,1,-195.42208118438725,-21.713564576043026,11.11111111111111
pivot_reversal,ZB,5,16,5,-196.11517857147328,-12.25719866071708,31.25
fair_value_gap,ES,22,29,10,-200.81785714302612,-6.924753694587108,34.48275862068966
order_block,ZF,15,10,3,-201.17700892854094,-20.117700892854096,30.0
bollinger_mean_reversion,6E,8,5,2,-201.19231545923475,-40.23846309184695,40.0
vol_spike_fade,ES,20,11,4,-202.2428571428897,-18.385714285717246,36.36363636363637
fair_value_gap,ZN,21,58,22,-202.87678571385126,-3.4978756157560564,37.93103448275862
bollinger_squeeze_break,ZB,18,13,4,-204.15000000000006,-15.70384615384616,30.76923076923077
order_block,ZB,0,10,3,-204.2678571427901,-20.42678571427901,30.0
volume_spike_reversal,ZN,8,16,6,-204.46919642849835,-12.779324776781147,37.5
opening_range_breakout,ES,19,21,5,-205.72857142871436,-9.796598639462589,23.809523809523807
order_block,NG,11,5,1,-206.50184399741352,-41.300368799482705,20.0
volume_spike_reversal,NG,23,19,6,-207.5632748331063,-10.924382885952964,31.57894736842105
bollinger_mean_reversion,ZT,6,5,2,-207.77812500004546,-41.555625000009094,40.0
opening_range_breakout,ES,14,5,1,-208.37500000000006,-41.67500000000001,20.0
pivot_reversal,ES,21,8,2,-211.61428571426626,-26.451785714283282,25.0
support_resistance_bounce,ZF,0,39,9,-211.9486607141639,-5.434581043952921,23.076923076923077
bollinger_squeeze_break,ZB,3,11,3,-213.63214285713877,-19.421103896103524,27.27272727272727
rsi2_extreme_reversion,ZN,4,5,1,-213.85,-42.769999999999996,20.0
volume_spike_reversal,ZF,1,13,3,-215.0412946429891,-16.5416380494607,23.076923076923077
inside_bar_break,ES,21,30,7,-216.3285714286235,-7.210952380954116,23.333333333333332
liquidity_sweep,6E,16,44,18,-218.07996076824222,-4.956362744732778,40.909090909090914
vol_spike_fade,ZN,19,6,3,-219.33482142854098,-36.555803571423496,50.0
inside_bar_break,ES,3,14,4,-223.7857142857339,-15.98469387755242,28.57142857142857
liquidity_sweep,NQ,21,10,3,-225.2321428571014,-22.52321428571014,30.0
order_block,ZN,16,7,2,-226.46696428577928,-32.35242346939704,28.57142857142857
order_block,ZT,3,26,10,-227.5111607145902,-8.750429258253469,38.46153846153847
opening_range_breakout,6E,10,19,5,-228.15337804379632,-12.00807252862086,26.31578947368421
rsi2_extreme_reversion,ZT,18,9,2,-228.71249999999998,-25.412499999999998,22.22222222222222
keltner_breakout,ZN,9,16,5,-229.4812500000057,-14.342578125000356,31.25
pivot_reversal,CL,16,7,2,-230.91548854284144,-32.987926934691636,28.57142857142857
opening_range_breakout,NG,23,22,6,-232.65438605716878,-10.575199366234944,27.27272727272727
rsi2_extreme_reversion,ZB,11,8,2,-233.05,-29.13125,25.0
support_resistance_bounce,NG,12,12,2,-233.2757528032696,-19.439646066939133,16.666666666666664
volume_spike_reversal,ZB,19,6,1,-233.28571428576504,-38.88095238096084,16.666666666666664
pivot_reversal,ZF,4,20,7,-233.5049107141497,-11.675245535707486,35.0
fair_value_gap,ZT,15,40,14,-233.7419642857792,-5.84354910714448,35.0
order_block,NG,15,5,1,-235.03210887908492,-47.00642177581698,20.0
rsi2_extreme_reversion,ZN,8,6,1,-235.5,-39.25,16.666666666666664
support_resistance_bounce,ZT,1,39,14,-235.66517857138797,-6.042696886445845,35.8974358974359
volume_spike_reversal,ZF,15,6,1,-236.54665178570818,-39.424441964284696,16.666666666666664
vol_spike_fade,ZF,19,10,3,-240.00000000007105,-24.000000000007105,30.0
donchian_breakout,6E,10,7,1,-240.4802714348117,-34.35432449068738,14.285714285714285
vol_regime_trend,NG,18,5,1,-241.99921989440918,-48.39984397888183,20.0
donchian_breakout,ZF,6,7,1,-243.8875000000113,-34.841071428573045,14.285714285714285
volume_spike_reversal,ZF,8,21,8,-244.17321428562295,-11.627295918362998,38.095238095238095
vol_spike_fade,ZN,18,7,2,-244.21964285716723,-34.88852040816675,28.57142857142857
donchian_breakout,ZT,20,12,3,-244.69375000005112,-20.391145833337593,25.0
opening_range_breakout,GC,19,5,1,-245.4372907365942,-49.08745814731884,20.0
rsi2_extreme_reversion,ZF,5,5,1,-245.66250000000002,-49.13250000000001,20.0
vol_spike_fade,ZN,3,8,3,-246.35178571432021,-30.793973214290027,37.5
vol_spike_fade,6E,0,5,2,-247.45343008041377,-49.490686016082755,40.0
vol_spike_fade,ZF,14,6,2,-247.9602678571814,-41.32671130953023,33.33333333333333
opening_range_breakout,ES,4,12,3,-253.6999999999091,-21.14166666665909,25.0
bollinger_squeeze_break,ZT,6,5,1,-253.92857142861203,-50.785714285722406,20.0
volume_spike_reversal,ES,8,8,2,-254.58571428577926,-31.823214285722408,25.0
vol_regime_trend,ZB,19,11,3,-256.37500000003126,-23.306818181821026,27.27272727272727
vol_regime_trend,ZN,21,5,1,-257.6000000000028,-51.520000000000564,20.0
bollinger_squeeze_break,ZB,5,5,1,-257.9303571428612,-51.58607142857225,20.0
fair_value_gap,6E,7,70,26,-258.29470351383463,-3.689924335911923,37.142857142857146
narrow_range_break,NG,9,44,13,-258.9686765398154,-5.8856517395412595,29.545454545454547
keltner_breakout,6E,15,14,5,-259.19967947012333,-18.514262819294522,35.714285714285715
order_block,NG,16,7,2,-259.85336187909337,-37.12190883987048,28.57142857142857
pivot_reversal,6E,6,43,16,-261.23853068670917,-6.075314667132772,37.2093023255814
vol_regime_trend,ZB,7,5,1,-263.175,-52.635000000000005,20.0
vol_spike_fade,ZB,22,5,2,-265.089285714306,-53.0178571428612,40.0
vol_spike_fade,ZF,8,17,7,-265.2428571429606,-15.602521008409447,41.17647058823529
opening_range_breakout,CL,15,6,1,-266.81696690152296,-44.46949448358716,16.666666666666664
vol_spike_fade,6E,14,12,4,-268.30935816775934,-22.359113180646613,33.33333333333333
bollinger_squeeze_break,ZB,13,12,4,-268.87321428572244,-22.40610119047687,33.33333333333333
rsi2_extreme_reversion,6E,0,10,1,-268.9760389328003,-26.897603893280028,10.0
gap_fill,NG,0,18,9,-269.46409416196514,-14.970227453442508,50.0
narrow_range_break,NQ,20,5,1,-269.7142857142754,-53.942857142855075,20.0
narrow_range_break,NG,14,73,22,-271.42377580916707,-3.7181339151940693,30.136986301369863
fair_value_gap,ES,11,5,1,-271.88035714279874,-54.37607142855975,20.0
fair_value_gap,ZT,19,54,22,-272.1917410711322,-5.040587797613559,40.74074074074074
volume_spike_reversal,NG,20,29,10,-272.387091500421,-9.392658327600724,34.48275862068966
rsi2_extreme_reversion,NG,2,6,1,-272.40146865844724,-45.400244776407874,16.666666666666664
vol_spike_fade,ZN,7,9,3,-274.46249999998577,-30.495833333331753,33.33333333333333
fair_value_gap,NQ,5,5,1,-275.5178571428987,-55.10357142857974,20.0
support_resistance_bounce,ZT,11,7,1,-276.8169642855519,-39.545280612221696,14.285714285714285
keltner_breakout,ZT,13,17,6,-276.8203125002785,-16.283547794134027,35.294117647058826
vol_spike_fade,ZT,19,13,5,-277.12276785708195,-21.317135989006303,38.46153846153847
liquidity_sweep,CL,15,5,1,-277.55407169885785,-55.51081433977157,20.0
opening_range_breakout,CL,4,6,1,-278.9583308628567,-46.49305514380945,16.666666666666664
bollinger_squeeze_break,ZF,14,13,4,-279.35044642849834,-21.488495879115256,30.76923076923077
fair_value_gap,ZT,5,67,26,-280.15334821424926,-4.181393256929094,38.80597014925373
narrow_range_break,ES,16,40,9,-281.40000000000015,-7.035000000000004,22.5
vol_regime_trend,ZT,13,10,4,-281.7250000000966,-28.17250000000966,40.0
vol_regime_trend,ZF,1,9,3,-282.4062500000284,-31.37847222222538,33.33333333333333
volume_spike_reversal,6E,13,12,4,-285.2233443258528,-23.7686120271544,33.33333333333333
order_block,6E,18,10,3,-286.2937760623981,-28.629377606239807,30.0
liquidity_sweep,ZF,0,7,2,-287.28013392861203,-41.04001913265886,28.57142857142857
order_block,ZT,15,6,3,-289.0848214284415,-48.18080357140692,50.0
volume_spike_reversal,ZT,13,6,2,-290.4843749998579,-48.41406249997632,33.33333333333333
vol_spike_fade,ZT,2,20,7,-291.6629464284699,-14.583147321423496,35.0
vol_regime_trend,ZN,14,11,3,-292.425000000017,-26.584090909092456,27.27272727272727
gap_fill,ZT,23,130,91,-294.94419642875414,-2.2688015109904165,70.0
volume_spike_reversal,ZT,3,12,3,-297.06808035708195,-24.755673363090164,25.0
order_block,ZF,13,5,1,-297.9522321429039,-59.590446428580776,20.0
vol_regime_trend,6E,6,8,2,-298.0161528586897,-37.25201910733621,25.0
pivot_reversal,ZB,6,27,9,-298.47142857145917,-11.054497354498487,33.33333333333333
vol_spike_fade,NG,8,7,2,-300.49941008432586,-42.92848715490369,28.57142857142857
order_block,ZT,18,12,3,-302.8095982143629,-25.23413318453024,25.0
order_block,ZT,11,12,4,-304.30915178580767,-25.359095982150638,33.33333333333333
rsi2_extreme_reversion,ZF,10,12,3,-305.04999999999995,-25.42083333333333,25.0
pivot_reversal,ZT,7,23,9,-305.19977678566556,-13.269555512420242,39.130434782608695
pivot_reversal,CL,1,8,2,-306.0856177193657,-38.26070221492071,25.0
support_resistance_bounce,6E,2,15,2,-306.94578257947643,-20.463052171965096,13.333333333333334
liquidity_sweep,ES,11,5,1,-307.7053571428442,-61.54107142856884,20.0
support_resistance_bounce,ZF,20,24,5,-309.53794642875414,-12.897414434531422,20.833333333333336
donchian_breakout,ZB,1,7,1,-312.4000000000284,-44.62857142857548,14.285714285714285
liquidity_sweep,NG,11,50,17,-313.21017893382884,-6.264203578676577,34.0
liquidity_sweep,ZF,15,24,8,-314.6341517855803,-13.109756324399179,33.33333333333333
inside_bar_break,NQ,19,7,1,-315.542857142826,-45.07755102040371,14.285714285714285
narrow_range_break,6E,19,108,41,-316.90485112334005,-2.9343041770679634,37.96296296296296
bollinger_mean_reversion,NG,23,5,1,-317.0970464706403,-63.41940929412806,20.0
pivot_reversal,NG,10,37,13,-317.4833457538043,-8.580630966319035,35.13513513513514
opening_range_breakout,ES,0,25,6,-318.5785714286234,-12.743142857144935,24.0
