strategy,symbol,p_min_gap_atr,p_rr_target,p_stop_atr_mult,n_trades_total,train_n,train_hit,train_e,train_t,train_mean_gross_usd,train_mean_risk_ticks,oos_n,oos_hit,oos_e,oos_t,oos_mean_gross_usd,oos_mean_risk_ticks,oos_breakeven_slip_ticks,oos_mean_net_usd_at_slip_0_0,oos_hit_rate_at_slip_0_0,oos_mean_net_usd_at_slip_0_25,oos_hit_rate_at_slip_0_25,oos_mean_net_usd_at_slip_0_5,oos_hit_rate_at_slip_0_5,oos_mean_net_usd_at_slip_1_0,oos_hit_rate_at_slip_1_0
gap_fill_wide,ZN,0.75,1.25,1.5,14,10,0.7000,1.7302,2.6429,92.86,0.00,4,0.5000,0.4167,0.4943,11.86,0.00,0.379,11.86,0.5000,4.05,0.5000,-3.77,0.2500,-19.39,0.2500
gap_fill_wide,ZN,0.75,1.5,1.5,13,10,0.7000,1.7302,2.6429,92.86,0.00,3,0.3333,0.1111,0.1000,10.60,0.00,0.339,10.60,0.3333,2.79,0.3333,-5.02,0.3333,-20.65,0.3333
gap_fill_wide,ZN,0.75,1.0,2.0,14,10,0.8000,1.6254,3.3182,118.53,0.00,4,0.7500,0.7978,1.2895,49.11,0.00,1.571,49.11,0.7500,41.29,0.7500,33.48,0.5000,17.86,0.5000
gap_fill_wide,ZN,0.75,1.25,2.0,13,10,0.8000,1.6254,3.3182,118.53,0.00,3,0.6667,0.7304,0.8397,60.27,0.00,1.929,60.27,0.6667,52.46,0.6667,44.64,0.6667,29.02,0.6667
gap_fill_wide,ZN,0.75,1.5,2.0,10,8,0.7500,1.6927,2.7375,132.53,0.00,2,0.5000,0.3750,0.2727,35.71,0.00,1.143,35.71,0.5000,27.90,0.5000,20.09,0.5000,4.46,0.5000
gap_fill_wide,ZN,1.0,1.0,1.0,266,154,0.6883,0.5574,5.6795,9.47,0.00,112,0.6250,0.3841,3.6616,5.55,0.00,0.178,5.55,0.6250,-2.26,0.6250,-10.07,0.0179,-25.70,0.0179
gap_fill_wide,ZN,1.0,1.25,1.0,64,33,0.6061,0.8760,2.6443,19.62,0.00,31,0.7097,0.7944,3.5900,11.74,0.00,0.376,11.74,0.7097,3.92,0.7097,-3.89,0.0645,-19.51,0.0645
gap_fill_wide,ZN,1.0,1.5,1.0,26,17,0.6471,1.4260,2.5585,31.97,0.00,9,0.6667,0.9907,1.8461,15.25,0.00,0.488,15.25,0.6667,7.44,0.6667,-0.37,0.1111,-16.00,0.1111
gap_fill_wide,ZN,1.0,1.0,1.5,26,17,0.7647,1.3402,3.2590,59.25,0.00,9,0.6667,0.5494,1.3405,10.73,0.00,0.343,10.73,0.6667,2.91,0.6667,-4.90,0.1111,-20.52,0.1111
gap_fill_wide,ZN,1.0,1.25,1.5,14,10,0.7000,1.7302,2.6429,92.86,0.00,4,0.5000,0.4167,0.4943,11.86,0.00,0.379,11.86,0.5000,4.05,0.5000,-3.77,0.2500,-19.39,0.2500
gap_fill_wide,ZN,1.0,1.5,1.5,13,10,0.7000,1.7302,2.6429,92.86,0.00,3,0.3333,0.1111,0.1000,10.60,0.00,0.339,10.60,0.3333,2.79,0.3333,-5.02,0.3333,-20.65,0.3333
gap_fill_wide,ZN,1.0,1.0,2.0,14,10,0.8000,1.6254,3.3182,118.53,0.00,4,0.7500,0.7978,1.2895,49.11,0.00,1.571,49.11,0.7500,41.29,0.7500,33.48,0.5000,17.86,0.5000
gap_fill_wide,ZN,1.0,1.25,2.0,13,10,0.8000,1.6254,3.3182,118.53,0.00,3,0.6667,0.7304,0.8397,60.27,0.00,1.929,60.27,0.6667,52.46,0.6667,44.64,0.6667,29.02,0.6667
gap_fill_wide,ZN,1.0,1.5,2.0,10,8,0.7500,1.6927,2.7375,132.53,0.00,2,0.5000,0.3750,0.2727,35.71,0.00,1.143,35.71,0.5000,27.90,0.5000,20.09,0.5000,4.46,0.5000
gap_fill_wide,ZN,1.25,1.0,1.0,64,33,0.6061,0.8760,2.6443,19.62,0.00,31,0.7097,0.7944,3.5900,11.74,0.00,0.376,11.74,0.7097,3.92,0.7097,-3.89,0.0645,-19.51,0.0645
gap_fill_wide,ZN,1.25,1.25,1.0,64,33,0.6061,0.8760,2.6443,19.62,0.00,31,0.7097,0.7944,3.5900,11.74,0.00,0.376,11.74,0.7097,3.92,0.7097,-3.89,0.0645,-19.51,0.0645
gap_fill_wide,ZN,1.25,1.5,1.0,26,17,0.6471,1.4260,2.5585,31.97,0.00,9,0.6667,0.9907,1.8461,15.25,0.00,0.488,15.25,0.6667,7.44,0.6667,-0.37,0.1111,-16.00,0.1111
gap_fill_wide,ZN,1.25,1.0,1.5,26,17,0.7647,1.3402,3.2590,59.25,0.00,9,0.6667,0.5494,1.3405,10.73,0.00,0.343,10.73,0.6667,2.91,0.6667,-4.90,0.1111,-20.52,0.1111
gap_fill_wide,ZN,1.25,1.25,1.5,14,10,0.7000,1.7302,2.6429,92.86,0.00,4,0.5000,0.4167,0.4943,11.86,0.00,0.379,11.86,0.5000,4.05,0.5000,-3.77,0.2500,-19.39,0.2500
gap_fill_wide,ZN,1.25,1.5,1.5,13,10,0.7000,1.7302,2.6429,92.86,0.00,3,0.3333,0.1111,0.1000,10.60,0.00,0.339,10.60,0.3333,2.79,0.3333,-5.02,0.3333,-20.65,0.3333
gap_fill_wide,ZN,1.25,1.0,2.0,14,10,0.8000,1.6254,3.3182,118.53,0.00,4,0.7500,0.7978,1.2895,49.11,0.00,1.571,49.11,0.7500,41.29,0.7500,33.48,0.5000,17.86,0.5000
gap_fill_wide,ZN,1.25,1.25,2.0,13,10,0.8000,1.6254,3.3182,118.53,0.00,3,0.6667,0.7304,0.8397,60.27,0.00,1.929,60.27,0.6667,52.46,0.6667,44.64,0.6667,29.02,0.6667
gap_fill_wide,ZN,1.25,1.5,2.0,10,8,0.7500,1.6927,2.7375,132.53,0.00,2,0.5000,0.3750,0.2727,35.71,0.00,1.143,35.71,0.5000,27.90,0.5000,20.09,0.5000,4.46,0.5000
gap_fill_wide,ZT,0.5,1.0,1.0,585,385,0.6675,0.6236,9.2833,4.41,0.00,200,0.7200,0.7166,8.8247,4.20,0.00,0.134,4.20,0.7200,-3.61,0.0100,-11.43,0.0100,-27.05,0.0050
gap_fill_wide,ZT,0.5,1.25,1.0,287,190,0.7000,0.9365,8.5023,6.54,0.00,97,0.7423,0.9865,7.6833,5.18,0.00,0.166,5.18,0.7423,-2.63,0.0206,-10.44,0.0206,-26.07,0.0103
gap_fill_wide,ZT,0.5,1.5,1.0,157,103,0.6699,1.1230,6.2835,8.54,0.00,54,0.7593,1.2224,6.5707,5.66,0.00,0.181,5.66,0.7593,-2.15,0.0185,-9.96,0.0185,-25.59,0.0185
gap_fill_wide,ZT,0.5,1.0,1.5,157,103,0.6699,0.6386,4.8289,7.23,0.00,54,0.7593,0.7347,5.1625,4.95,0.00,0.158,4.95,0.7593,-2.86,0.0185,-10.68,0.0185,-26.30,0.0185
gap_fill_wide,ZT,0.5,1.25,1.5,61,34,0.7353,1.2670,4.3701,16.91,0.00,27,0.7037,0.7807,3.2594,4.87,0.00,0.156,4.87,0.7037,-2.95,0.0370,-10.76,0.0370,-26.38,0.0370
gap_fill_wide,ZT,0.5,1.5,1.5,32,22,0.7273,1.5489,3.7917,23.74,0.00,10,0.4000,0.3079,0.5609,2.59,0.00,0.083,2.59,0.4000,-5.22,0.1000,-13.03,0.1000,-28.66,0.1000
gap_fill_wide,ZT,0.5,1.0,2.0,59,32,0.7500,0.9393,3.9031,15.66,0.00,27,0.7037,0.5114,2.5451,3.89,0.00,0.124,3.89,0.7037,-3.93,0.0370,-11.74,0.0370,-27.36,0.0370
gap_fill_wide,ZT,0.5,1.25,2.0,21,14,0.7143,1.3612,2.9192,34.68,0.00,7,0.4286,0.2346,0.3971,1.28,0.00,0.041,1.28,0.4286,-6.54,0.1429,-14.35,0.1429,-29.97,0.1429
gap_fill_wide,ZT,0.5,1.5,2.0,16,10,0.7000,1.5857,2.5995,50.45,0.00,6,0.3333,0.0404,0.0612,0.19,0.00,0.006,0.19,0.3333,-7.63,0.1667,-15.44,0.1667,-31.06,0.1667
gap_fill_wide,ZT,0.75,1.0,1.0,585,385,0.6675,0.6236,9.2833,4.41,0.00,200,0.7200,0.7166,8.8247,4.20,0.00,0.134,4.20,0.7200,-3.61,0.0100,-11.43,0.0100,-27.05,0.0050
gap_fill_wide,ZT,0.75,1.25,1.0,287,190,0.7000,0.9365,8.5023,6.54,0.00,97,0.7423,0.9865,7.6833,5.18,0.00,0.166,5.18,0.7423,-2.63,0.0206,-10.44,0.0206,-26.07,0.0103
gap_fill_wide,ZT,0.75,1.5,1.0,157,103,0.6699,1.1230,6.2835,8.54,0.00,54,0.7593,1.2224,6.5707,5.66,0.00,0.181,5.66,0.7593,-2.15,0.0185,-9.96,0.0185,-25.59,0.0185
gap_fill_wide,ZT,0.75,1.0,1.5,157,103,0.6699,0.6386,4.8289,7.23,0.00,54,0.7593,0.7347,5.1625,4.95,0.00,0.158,4.95,0.7593,-2.86,0.0185,-10.68,0.0185,-26.30,0.0185
gap_fill_wide,ZT,0.75,1.25,1.5,61,34,0.7353,1.2670,4.3701,16.91,0.00,27,0.7037,0.7807,3.2594,4.87,0.00,0.156,4.87,0.7037,-2.95,0.0370,-10.76,0.0370,-26.38,0.0370
gap_fill_wide,ZT,0.75,1.5,1.5,32,22,0.7273,1.5489,3.7917,23.74,0.00,10,0.4000,0.3079,0.5609,2.59,0.00,0.083,2.59,0.4000,-5.22,0.1000,-13.03,0.1000,-28.66,0.1000
gap_fill_wide,ZT,0.75,1.0,2.0,59,32,0.7500,0.9393,3.9031,15.66,0.00,27,0.7037,0.5114,2.5451,3.89,0.00,0.124,3.89,0.7037,-3.93,0.0370,-11.74,0.0370,-27.36,0.0370
gap_fill_wide,ZT,0.75,1.25,2.0,21,14,0.7143,1.3612,2.9192,34.68,0.00,7,0.4286,0.2346,0.3971,1.28,0.00,0.041,1.28,0.4286,-6.54,0.1429,-14.35,0.1429,-29.97,0.1429
gap_fill_wide,ZT,0.75,1.5,2.0,16,10,0.7000,1.5857,2.5995,50.45,0.00,6,0.3333,0.0404,0.0612,0.19,0.00,0.006,0.19,0.3333,-7.63,0.1667,-15.44,0.1667,-31.06,0.1667
gap_fill_wide,ZT,1.0,1.0,1.0,585,385,0.6675,0.6236,9.2833,4.41,0.00,200,0.7200,0.7166,8.8247,4.20,0.00,0.134,4.20,0.7200,-3.61,0.0100,-11.43,0.0100,-27.05,0.0050
gap_fill_wide,ZT,1.0,1.25,1.0,287,190,0.7000,0.9365,8.5023,6.54,0.00,97,0.7423,0.9865,7.6833,5.18,0.00,0.166,5.18,0.7423,-2.63,0.0206,-10.44,0.0206,-26.07,0.0103
gap_fill_wide,ZT,1.0,1.5,1.0,157,103,0.6699,1.1230,6.2835,8.54,0.00,54,0.7593,1.2224,6.5707,5.66,0.00,0.181,5.66,0.7593,-2.15,0.0185,-9.96,0.0185,-25.59,0.0185
gap_fill_wide,ZT,1.0,1.0,1.5,157,103,0.6699,0.6386,4.8289,7.23,0.00,54,0.7593,0.7347,5.1625,4.95,0.00,0.158,4.95,0.7593,-2.86,0.0185,-10.68,0.0185,-26.30,0.0185
gap_fill_wide,ZT,1.0,1.25,1.5,61,34,0.7353,1.2670,4.3701,16.91,0.00,27,0.7037,0.7807,3.2594,4.87,0.00,0.156,4.87,0.7037,-2.95,0.0370,-10.76,0.0370,-26.38,0.0370
gap_fill_wide,ZT,1.0,1.5,1.5,32,22,0.7273,1.5489,3.7917,23.74,0.00,10,0.4000,0.3079,0.5609,2.59,0.00,0.083,2.59,0.4000,-5.22,0.1000,-13.03,0.1000,-28.66,0.1000
gap_fill_wide,ZT,1.0,1.0,2.0,59,32,0.7500,0.9393,3.9031,15.66,0.00,27,0.7037,0.5114,2.5451,3.89,0.00,0.124,3.89,0.7037,-3.93,0.0370,-11.74,0.0370,-27.36,0.0370
gap_fill_wide,ZT,1.0,1.25,2.0,21,14,0.7143,1.3612,2.9192,34.68,0.00,7,0.4286,0.2346,0.3971,1.28,0.00,0.041,1.28,0.4286,-6.54,0.1429,-14.35,0.1429,-29.97,0.1429
gap_fill_wide,ZT,1.0,1.5,2.0,16,10,0.7000,1.5857,2.5995,50.45,0.00,6,0.3333,0.0404,0.0612,0.19,0.00,0.006,0.19,0.3333,-7.63,0.1667,-15.44,0.1667,-31.06,0.1667
gap_fill_wide,ZT,1.25,1.0,1.0,287,190,0.7000,0.9365,8.5023,6.54,0.00,97,0.7423,0.9865,7.6833,5.18,0.00,0.166,5.18,0.7423,-2.63,0.0206,-10.44,0.0206,-26.07,0.0103
gap_fill_wide,ZT,1.25,1.25,1.0,287,190,0.7000,0.9365,8.5023,6.54,0.00,97,0.7423,0.9865,7.6833,5.18,0.00,0.166,5.18,0.7423,-2.63,0.0206,-10.44,0.0206,-26.07,0.0103
gap_fill_wide,ZT,1.25,1.5,1.0,157,103,0.6699,1.1230,6.2835,8.54,0.00,54,0.7593,1.2224,6.5707,5.66,0.00,0.181,5.66,0.7593,-2.15,0.0185,-9.96,0.0185,-25.59,0.0185
gap_fill_wide,ZT,1.25,1.0,1.5,157,103,0.6699,0.6386,4.8289,7.23,0.00,54,0.7593,0.7347,5.1625,4.95,0.00,0.158,4.95,0.7593,-2.86,0.0185,-10.68,0.0185,-26.30,0.0185
gap_fill_wide,ZT,1.25,1.25,1.5,61,34,0.7353,1.2670,4.3701,16.91,0.00,27,0.7037,0.7807,3.2594,4.87,0.00,0.156,4.87,0.7037,-2.95,0.0370,-10.76,0.0370,-26.38,0.0370
gap_fill_wide,ZT,1.25,1.5,1.5,32,22,0.7273,1.5489,3.7917,23.74,0.00,10,0.4000,0.3079,0.5609,2.59,0.00,0.083,2.59,0.4000,-5.22,0.1000,-13.03,0.1000,-28.66,0.1000
gap_fill_wide,ZT,1.25,1.0,2.0,59,32,0.7500,0.9393,3.9031,15.66,0.00,27,0.7037,0.5114,2.5451,3.89,0.00,0.124,3.89,0.7037,-3.93,0.0370,-11.74,0.0370,-27.36,0.0370
gap_fill_wide,ZT,1.25,1.25,2.0,21,14,0.7143,1.3612,2.9192,34.68,0.00,7,0.4286,0.2346,0.3971,1.28,0.00,0.041,1.28,0.4286,-6.54,0.1429,-14.35,0.1429,-29.97,0.1429
gap_fill_wide,ZT,1.25,1.5,2.0,16,10,0.7000,1.5857,2.5995,50.45,0.00,6,0.3333,0.0404,0.0612,0.19,0.00,0.006,0.19,0.3333,-7.63,0.1667,-15.44,0.1667,-31.06,0.1667
gap_fill_wide,ZB,0.5,1.0,1.0,635,413,0.6344,0.4569,7.8900,12.03,0.00,222,0.6171,0.4421,5.6458,10.09,0.00,0.162,10.09,0.6171,-5.53,0.6171,-21.16,0.0135,-52.41,0.0090
gap_fill_wide,ZB,0.5,1.25,1.0,284,180,0.6111,0.5848,5.7291,14.20,0.00,104,0.6250,0.6274,4.9271,12.28,0.00,0.196,12.28,0.6250,-3.35,0.6250,-18.97,0.0192,-50.22,0.0192
gap_fill_wide,ZB,0.5,1.5,1.0,125,71,0.5915,0.7855,3.9990,20.06,0.00,54,0.7222,1.0235,5.7854,19.10,0.00,0.306,19.10,0.7222,3.47,0.7222,-12.15,0.0370,-43.40,0.0370
gap_fill_wide,ZB,0.5,1.0,1.5,125,71,0.6056,0.4692,2.9327,23.59,0.00,54,0.7222,0.5897,4.2735,15.34,0.00,0.245,15.34,0.7222,-0.29,0.7222,-15.91,0.0370,-47.16,0.0370
gap_fill_wide,ZB,0.5,1.25,1.5,39,24,0.5833,0.8328,2.2708,51.34,0.00,15,0.6667,0.6770,2.1079,12.65,0.00,0.202,12.65,0.6667,-2.98,0.6667,-18.60,0.0667,-49.85,0.0667
gap_fill_wide,ZB,0.5,1.5,1.5,24,17,0.6471,1.1888,2.5705,72.48,0.00,7,0.5714,0.5937,1.0508,16.58,0.00,0.265,16.58,0.5714,0.96,0.5714,-14.67,0.1429,-45.92,0.1429
gap_fill_wide,ZB,0.5,1.0,2.0,39,24,0.6250,0.6533,2.1916,61.38,0.00,15,0.6667,0.4244,1.5603,7.14,0.00,0.114,7.14,0.6667,-8.48,0.6667,-24.11,0.0667,-55.36,0.0667
gap_fill_wide,ZB,0.5,1.25,2.0,16,12,0.6667,1.0982,2.2398,117.19,0.00,4,0.7500,0.8000,1.3333,23.44,0.00,0.375,23.44,0.7500,7.81,0.7500,-7.81,0.2500,-39.06,0.2500
gap_fill_wide,ZB,0.5,1.5,2.0,8,8,0.5000,0.9322,1.2516,109.38,0.00,,,,,,,∞,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000
gap_fill_wide,ZB,0.75,1.0,1.0,635,413,0.6344,0.4569,7.8900,12.03,0.00,222,0.6171,0.4421,5.6458,10.09,0.00,0.162,10.09,0.6171,-5.53,0.6171,-21.16,0.0135,-52.41,0.0090
gap_fill_wide,ZB,0.75,1.25,1.0,284,180,0.6111,0.5848,5.7291,14.20,0.00,104,0.6250,0.6274,4.9271,12.28,0.00,0.196,12.28,0.6250,-3.35,0.6250,-18.97,0.0192,-50.22,0.0192
gap_fill_wide,ZB,0.75,1.5,1.0,125,71,0.5915,0.7855,3.9990,20.06,0.00,54,0.7222,1.0235,5.7854,19.10,0.00,0.306,19.10,0.7222,3.47,0.7222,-12.15,0.0370,-43.40,0.0370
gap_fill_wide,ZB,0.75,1.0,1.5,125,71,0.6056,0.4692,2.9327,23.59,0.00,54,0.7222,0.5897,4.2735,15.34,0.00,0.245,15.34,0.7222,-0.29,0.7222,-15.91,0.0370,-47.16,0.0370
gap_fill_wide,ZB,0.75,1.25,1.5,39,24,0.5833,0.8328,2.2708,51.34,0.00,15,0.6667,0.6770,2.1079,12.65,0.00,0.202,12.65,0.6667,-2.98,0.6667,-18.60,0.0667,-49.85,0.0667
gap_fill_wide,ZB,0.75,1.5,1.5,24,17,0.6471,1.1888,2.5705,72.48,0.00,7,0.5714,0.5937,1.0508,16.58,0.00,0.265,16.58,0.5714,0.96,0.5714,-14.67,0.1429,-45.92,0.1429
gap_fill_wide,ZB,0.75,1.0,2.0,39,24,0.6250,0.6533,2.1916,61.38,0.00,15,0.6667,0.4244,1.5603,7.14,0.00,0.114,7.14,0.6667,-8.48,0.6667,-24.11,0.0667,-55.36,0.0667
gap_fill_wide,ZB,0.75,1.25,2.0,16,12,0.6667,1.0982,2.2398,117.19,0.00,4,0.7500,0.8000,1.3333,23.44,0.00,0.375,23.44,0.7500,7.81,0.7500,-7.81,0.2500,-39.06,0.2500
gap_fill_wide,ZB,0.75,1.5,2.0,8,8,0.5000,0.9322,1.2516,109.38,0.00,,,,,,,∞,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000
gap_fill_wide,ZB,1.0,1.0,1.0,635,413,0.6344,0.4569,7.8900,12.03,0.00,222,0.6171,0.4421,5.6458,10.09,0.00,0.162,10.09,0.6171,-5.53,0.6171,-21.16,0.0135,-52.41,0.0090
gap_fill_wide,ZB,1.0,1.25,1.0,284,180,0.6111,0.5848,5.7291,14.20,0.00,104,0.6250,0.6274,4.9271,12.28,0.00,0.196,12.28,0.6250,-3.35,0.6250,-18.97,0.0192,-50.22,0.0192
gap_fill_wide,ZB,1.0,1.5,1.0,125,71,0.5915,0.7855,3.9990,20.06,0.00,54,0.7222,1.0235,5.7854,19.10,0.00,0.306,19.10,0.7222,3.47,0.7222,-12.15,0.0370,-43.40,0.0370
gap_fill_wide,ZB,1.0,1.0,1.5,125,71,0.6056,0.4692,2.9327,23.59,0.00,54,0.7222,0.5897,4.2735,15.34,0.00,0.245,15.34,0.7222,-0.29,0.7222,-15.91,0.0370,-47.16,0.0370
gap_fill_wide,ZB,1.0,1.25,1.5,39,24,0.5833,0.8328,2.2708,51.34,0.00,15,0.6667,0.6770,2.1079,12.65,0.00,0.202,12.65,0.6667,-2.98,0.6667,-18.60,0.0667,-49.85,0.0667
gap_fill_wide,ZB,1.0,1.5,1.5,24,17,0.6471,1.1888,2.5705,72.48,0.00,7,0.5714,0.5937,1.0508,16.58,0.00,0.265,16.58,0.5714,0.96,0.5714,-14.67,0.1429,-45.92,0.1429
gap_fill_wide,ZB,1.0,1.0,2.0,39,24,0.6250,0.6533,2.1916,61.38,0.00,15,0.6667,0.4244,1.5603,7.14,0.00,0.114,7.14,0.6667,-8.48,0.6667,-24.11,0.0667,-55.36,0.0667
gap_fill_wide,ZB,1.0,1.25,2.0,16,12,0.6667,1.0982,2.2398,117.19,0.00,4,0.7500,0.8000,1.3333,23.44,0.00,0.375,23.44,0.7500,7.81,0.7500,-7.81,0.2500,-39.06,0.2500
gap_fill_wide,ZB,1.0,1.5,2.0,8,8,0.5000,0.9322,1.2516,109.38,0.00,,,,,,,∞,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000
gap_fill_wide,ZB,1.25,1.0,1.0,284,180,0.6111,0.5848,5.7291,14.20,0.00,104,0.6250,0.6274,4.9271,12.28,0.00,0.196,12.28,0.6250,-3.35,0.6250,-18.97,0.0192,-50.22,0.0192
gap_fill_wide,ZB,1.25,1.25,1.0,284,180,0.6111,0.5848,5.7291,14.20,0.00,104,0.6250,0.6274,4.9271,12.28,0.00,0.196,12.28,0.6250,-3.35,0.6250,-18.97,0.0192,-50.22,0.0192
gap_fill_wide,ZB,1.25,1.5,1.0,125,71,0.5915,0.7855,3.9990,20.06,0.00,54,0.7222,1.0235,5.7854,19.10,0.00,0.306,19.10,0.7222,3.47,0.7222,-12.15,0.0370,-43.40,0.0370
gap_fill_wide,ZB,1.25,1.0,1.5,125,71,0.6056,0.4692,2.9327,23.59,0.00,54,0.7222,0.5897,4.2735,15.34,0.00,0.245,15.34,0.7222,-0.29,0.7222,-15.91,0.0370,-47.16,0.0370
gap_fill_wide,ZB,1.25,1.25,1.5,39,24,0.5833,0.8328,2.2708,51.34,0.00,15,0.6667,0.6770,2.1079,12.65,0.00,0.202,12.65,0.6667,-2.98,0.6667,-18.60,0.0667,-49.85,0.0667
gap_fill_wide,ZB,1.25,1.5,1.5,24,17,0.6471,1.1888,2.5705,72.48,0.00,7,0.5714,0.5937,1.0508,16.58,0.00,0.265,16.58,0.5714,0.96,0.5714,-14.67,0.1429,-45.92,0.1429
gap_fill_wide,ZB,1.25,1.0,2.0,39,24,0.6250,0.6533,2.1916,61.38,0.00,15,0.6667,0.4244,1.5603,7.14,0.00,0.114,7.14,0.6667,-8.48,0.6667,-24.11,0.0667,-55.36,0.0667
gap_fill_wide,ZB,1.25,1.25,2.0,16,12,0.6667,1.0982,2.2398,117.19,0.00,4,0.7500,0.8000,1.3333,23.44,0.00,0.375,23.44,0.7500,7.81,0.7500,-7.81,0.2500,-39.06,0.2500
gap_fill_wide,ZB,1.25,1.5,2.0,8,8,0.5000,0.9322,1.2516,109.38,0.00,,,,,,,∞,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000
gap_fill_wide,ZF,0.5,1.0,1.0,340,198,0.5859,0.4427,4.2707,4.46,0.00,142,0.6127,0.4547,4.4855,2.88,0.00,0.184,2.88,0.6127,-1.03,0.6127,-4.94,0.0282,-12.75,0.0141
gap_fill_wide,ZF,0.5,1.25,1.0,163,84,0.5833,0.7473,3.6864,8.39,0.00,79,0.6203,0.6148,4.1410,3.57,0.00,0.228,3.57,0.6203,-0.34,0.6203,-4.25,0.0253,-12.06,0.0127
gap_fill_wide,ZF,0.5,1.5,1.0,86,48,0.6250,1.1343,3.6256,13.68,0.00,38,0.6053,0.7452,3.0913,4.41,0.00,0.282,4.41,0.6053,0.50,0.6053,-3.41,0.0526,-11.22,0.0263
gap_fill_wide,ZF,0.5,1.0,1.5,86,48,0.6250,0.6312,2.7780,11.17,0.00,38,0.6053,0.3652,1.9572,3.11,0.00,0.199,3.11,0.6053,-0.79,0.6053,-4.70,0.0526,-12.51,0.0263
gap_fill_wide,ZF,0.5,1.25,1.5,28,15,0.6000,1.2935,2.1872,30.45,0.00,13,0.5385,0.4038,1.0421,4.51,0.00,0.288,4.51,0.5385,0.60,0.5385,-3.31,0.1538,-11.12,0.0769
